age,gender,height,weight,activity_type,weight_category,calories
42,Female,179.3,95.4,HIIT,Overweight,1774
70,Female,180.3,45.1,Gym,Underweight,2749
60,Female,147.3,84.8,Gym,Obese,1648
28,Male,167.3,59.8,Running,Normal,2206
42,Female,153.4,45.8,Walking,Normal,2359
32,Male,166.4,64.5,HIIT,Normal,2171
57,Female,159.9,90.2,Gym,Obese,1544
50,Female,157.4,73.1,Cycling,Overweight,1912
34,Male,150.5,91.7,Gym,Obese,1519
54,Male,164.9,89.9,Cycling,Obese,1305
69,Male,164.6,61.1,Cycling,Normal,2160
18,Male,165.5,64.4,Walking,Normal,2400
23,Male,169.5,92.5,Yoga,Obese,1558
64,Female,184.9,56.8,Cycling,Underweight,2515
24,Male,161.6,82.7,HIIT,Obese,1459
38,Female,167.9,58.8,Gym,Normal,2317
59,Female,166,74.2,Walking,Overweight,1942
19,Female,148.8,98.1,Gym,Obese,1390
20,Male,163.4,61.6,Running,Normal,2280
65,Male,159.8,67.3,HIIT,Overweight,1634
61,Male,162.4,98.6,HIIT,Obese,1579
53,Male,157.9,81.4,Gym,Obese,1487
53,Female,145.9,93.6,HIIT,Obese,1314
42,Male,171,84,HIIT,Overweight,1790
37,Male,170.6,47.6,Walking,Underweight,2705
19,Male,179.2,67.6,HIIT,Normal,2177
36,Male,146.4,85.7,Running,Obese,1301
31,Male,155.1,64.5,Yoga,Overweight,1642
19,Male,168.4,55,Cycling,Normal,2072
49,Male,175.9,46.1,Running,Underweight,2400
28,Female,160.8,81.8,Cycling,Obese,1535
46,Male,167.9,54.9,Gym,Normal,2146
63,Female,170.3,58.7,Running,Normal,2215
52,Female,170.3,53.8,Running,Normal,2216
20,Male,165.7,95,Walking,Obese,1610
45,Male,150.4,64.7,Gym,Overweight,1780
51,Male,177,68.8,Walking,Normal,2271
20,Female,170.8,79.8,Cycling,Overweight,1889
31,Female,168,97.7,Yoga,Obese,1433
43,Male,165.6,76,Cycling,Overweight,1660
44,Female,152.4,75.3,HIIT,Obese,1555
24,Male,149.6,64.7,Running,Overweight,1619
42,Male,145.2,69.2,Cycling,Obese,1634
26,Male,181.9,51.6,HIIT,Underweight,2584
43,Female,153.3,49.9,HIIT,Normal,2351
64,Female,168.7,85.6,Yoga,Obese,1412
25,Male,173.8,45,Cycling,Underweight,2417
25,Male,151,90.1,HIIT,Obese,1569
45,Female,173.3,76.5,Yoga,Overweight,1848
70,Female,165.8,79,HIIT,Overweight,1710
33,Female,150.9,75.6,Gym,Obese,1414
49,Male,151.3,93.6,Cycling,Obese,1582
32,Female,161.6,74.9,Running,Overweight,1804
20,Male,166.1,91.2,Running,Obese,1484
37,Male,158.9,91.5,Running,Obese,1393
44,Female,173.4,95.8,HIIT,Obese,1417
32,Female,179.6,86.9,Cycling,Overweight,1693
59,Male,158,90.2,Yoga,Obese,1419
67,Female,156.1,91.7,Cycling,Obese,1522
23,Female,158.4,54.9,Gym,Normal,2341
60,Female,162.3,54.5,Cycling,Normal,2335
26,Male,173.6,71.8,Running,Normal,2034
36,Male,160.5,55.5,Gym,Normal,2282
56,Female,166.5,63.1,HIIT,Normal,2187
69,Female,182.8,69.3,Running,Normal,2048
57,Male,173.2,49.6,HIIT,Underweight,2777
55,Female,165.3,79.5,Walking,Overweight,1970
70,Male,155.4,71,Yoga,Overweight,1625
66,Female,181.5,91.4,Running,Overweight,1732
66,Male,159.1,88.3,Gym,Obese,1598
48,Male,183.7,55.6,Gym,Underweight,2474
38,Male,158,68.4,Yoga,Overweight,1912
67,Male,164.9,57,Running,Normal,2300
28,Male,180.9,79.2,Gym,Normal,2395
20,Female,157.3,75.9,Running,Obese,1326
18,Male,166.5,95.8,Yoga,Obese,1588
70,Female,152.9,77.2,Running,Obese,1677
26,Male,155.7,88.4,Yoga,Obese,1332
32,Female,177.9,59.4,Gym,Normal,2280
39,Female,146.4,91.5,Running,Obese,1617
40,Female,173.1,56,HIIT,Normal,2338
41,Male,157.9,84.3,Walking,Obese,1500
22,Male,163.9,54.5,HIIT,Normal,2272
65,Male,184.1,56.5,Gym,Underweight,2417
33,Female,148.8,65.5,Running,Overweight,1855
25,Female,165.8,84,HIIT,Obese,1561
40,Male,180,63.6,Walking,Normal,2023
31,Male,164.1,96.8,HIIT,Obese,1510
22,Female,159,83.1,Running,Obese,1460
47,Female,164.7,72.8,Walking,Overweight,1642
61,Male,175.9,84.1,Gym,Overweight,1921
22,Female,172.9,46.4,Cycling,Underweight,2410
26,Female,178.4,88.9,Cycling,Overweight,1874
64,Male,166.9,68.3,HIIT,Normal,2151
58,Male,147.9,63.7,Walking,Overweight,1792
38,Male,185,97.4,Cycling,Overweight,1851
61,Female,172.2,54.3,Cycling,Underweight,2734
20,Female,163.9,93.3,HIIT,Obese,1512
18,Female,158.4,50,Yoga,Normal,2016
28,Male,166.5,60.4,Walking,Normal,2129
44,Male,153.8,64.8,Gym,Overweight,1764
26,Male,159.2,68.1,Gym,Overweight,1902
20,Female,155.1,74.7,Running,Obese,1503
59,Female,180.7,62.1,HIIT,Normal,2044
67,Female,178.6,88.3,Running,Overweight,1735
49,Female,175,88.3,Running,Overweight,1672
23,Female,173.8,47.1,HIIT,Underweight,2549
19,Male,177.8,89.4,Running,Overweight,1815
20,Female,150.7,89.9,HIIT,Obese,1608
34,Female,170.9,78,Cycling,Overweight,1621
28,Female,179.8,91.5,Walking,Overweight,1713
52,Male,169.5,71.6,Gym,Normal,2186
24,Female,162,98.9,Yoga,Obese,1549
64,Female,150.7,92.1,Yoga,Obese,1324
21,Male,176.3,53,Yoga,Underweight,2451
41,Male,180.4,75.5,Cycling,Normal,2342
66,Male,151.8,90.6,Gym,Obese,1471
35,Male,175.1,50.8,Running,Underweight,2728
35,Female,168.1,69.9,Gym,Normal,2356
38,Female,180.8,67.3,Gym,Normal,2061
44,Male,146.3,84.7,Walking,Obese,1540
21,Female,177.5,50.9,Gym,Underweight,2692
58,Male,151.6,86,Running,Obese,1382
28,Male,178.6,68.9,Gym,Normal,2078
25,Male,175.2,49.4,Cycling,Underweight,2624
55,Male,157.5,80.7,Running,Obese,1419
38,Male,179.4,91.8,Cycling,Overweight,1850
25,Male,150.5,67,Cycling,Overweight,1874
54,Male,162.8,59.8,Yoga,Normal,2099
70,Male,174.2,55.7,Cycling,Underweight,2566
32,Female,170,84.9,Cycling,Overweight,1668
31,Female,180.3,51.9,Cycling,Underweight,2444
54,Female,148.1,87.7,Cycling,Obese,1367
34,Female,185,63,HIIT,Underweight,2747
54,Female,163.1,98.8,Walking,Obese,1397
32,Male,160.7,87.1,Yoga,Obese,1442
22,Female,184,85.3,Yoga,Overweight,1918
57,Female,163.6,58.5,Cycling,Normal,2288
25,Female,167,83.9,Running,Obese,1495
44,Female,167.1,64.2,Walking,Normal,2232
34,Male,145.6,49.2,HIIT,Normal,2379
48,Male,153.4,95.7,Cycling,Obese,1477
70,Female,179.1,75,Running,Normal,2033
63,Female,153.2,87.3,Yoga,Obese,1376
49,Female,150.7,86.2,Cycling,Obese,1300
30,Female,163.2,75.6,Gym,Overweight,1605
57,Male,155.1,82.6,HIIT,Obese,1698
29,Female,169.5,96.6,HIIT,Obese,1345
19,Female,170.8,67.3,Cycling,Normal,2259
25,Male,151.6,87.7,Yoga,Obese,1392
35,Male,149,63.4,Running,Overweight,1679
21,Male,182.6,64.7,Walking,Normal,2189
67,Male,161.3,86.5,Cycling,Obese,1542
22,Female,179.3,77.8,Gym,Normal,2224
49,Female,146.2,90.9,Yoga,Obese,1454
54,Male,153.3,92.5,Walking,Obese,1321
42,Female,174.6,63.8,HIIT,Normal,2150
21,Male,183.8,95.5,Gym,Overweight,1724
24,Male,173.1,87.1,Walking,Overweight,1803
52,Female,175.3,48.7,Running,Underweight,2584
58,Male,170.3,99.2,Cycling,Obese,1650
47,Female,183.1,58.9,Yoga,Underweight,2563
68,Male,158.9,65.7,Cycling,Overweight,1611
54,Female,168.1,91.4,Running,Obese,1446
21,Female,145.9,71.9,Running,Obese,1364
59,Male,181.9,48.4,HIIT,Underweight,2651
39,Male,147.6,88.9,Cycling,Obese,1546
39,Male,153,58.5,Yoga,Overweight,1834
41,Female,167.3,95.2,Yoga,Obese,1552
67,Male,179.9,80.7,Gym,Normal,2220
29,Male,158.2,76,Yoga,Obese,1546
64,Female,182.4,65.5,Walking,Normal,2257
28,Male,182.5,65.6,Running,Normal,2356
50,Female,183.1,74.5,Running,Normal,2158
58,Female,158,95,Walking,Obese,1544
59,Female,154.6,79.9,Running,Obese,1351
51,Female,148,87.7,Running,Obese,1669
68,Male,155.7,54.2,HIIT,Normal,2195
64,Female,174.2,85.9,Running,Overweight,1933
37,Female,151.3,50.1,HIIT,Normal,2068
70,Female,162.3,76.1,Gym,Overweight,1802
58,Female,183.6,52,HIIT,Underweight,2736
68,Female,164.1,77,Cycling,Overweight,1815
25,Male,179.9,52.2,Gym,Underweight,2551
62,Male,169.3,92.8,Gym,Obese,1638
47,Male,157.2,78.4,Gym,Obese,1588
41,Female,165.8,98,Running,Obese,1492
55,Female,170.7,54,Running,Normal,2008
33,Female,158.1,80,Cycling,Obese,1628
67,Female,184.5,79.2,HIIT,Normal,2121
46,Female,150.4,88.2,HIIT,Obese,1571
67,Female,177.6,50.9,Yoga,Underweight,2444
24,Female,155.8,45,Gym,Normal,2142
26,Male,182.7,49.4,Yoga,Underweight,2611
42,Male,174.4,79.5,HIIT,Overweight,1744
32,Male,165.1,72.5,Running,Overweight,1654
48,Female,175,61.4,Cycling,Normal,2026
55,Male,149.9,63.2,Gym,Overweight,1668
62,Female,181,90,Cycling,Overweight,1722
35,Male,172.4,68.2,HIIT,Normal,2247
45,Female,164,62.5,Running,Normal,2103
53,Female,158.1,93.2,Yoga,Obese,1388
31,Male,155,58.7,Gym,Normal,2346
60,Male,174.9,85.4,Gym,Overweight,1606
40,Male,181.2,61.6,Walking,Normal,2400
45,Male,149.1,87.4,HIIT,Obese,1622
28,Female,164.2,74.2,HIIT,Overweight,1979
54,Male,149.5,97.9,Gym,Obese,1399
58,Female,183.5,79,Running,Normal,2317
69,Female,151.6,72.8,Walking,Obese,1381
45,Male,145,92.1,HIIT,Obese,1568
62,Male,167.5,88.6,HIIT,Obese,1528
31,Male,159.7,75.3,Cycling,Overweight,1669
26,Female,150.8,51.2,Cycling,Normal,2277
38,Male,184,81.6,Cycling,Normal,2232
67,Male,158.1,71.5,HIIT,Overweight,1993
51,Female,161,93.7,Gym,Obese,1362
32,Male,150.6,74.3,Yoga,Obese,1527
49,Male,166.7,96.6,Running,Obese,1514
30,Male,149.9,78.7,HIIT,Obese,1573
18,Female,175.9,47.4,Walking,Underweight,2705
45,Female,179.7,57.4,Running,Underweight,2649
18,Female,148.5,82,Walking,Obese,1648
50,Female,176.8,64.5,Gym,Normal,2115
37,Male,161.9,45.8,HIIT,Underweight,2611
46,Male,146.5,57.7,Cycling,Overweight,1899
31,Male,183.1,62.1,Yoga,Normal,2050
23,Female,182.5,62.4,Gym,Normal,2317
61,Male,161.1,89.4,Yoga,Obese,1308
37,Female,171.9,69.5,Running,Normal,2258
44,Male,172.4,46.6,Cycling,Underweight,2756
35,Male,161.8,52.7,Gym,Normal,2157
62,Female,156.3,47.9,Gym,Normal,2277
19,Male,171.3,84.9,Running,Overweight,1642
38,Male,168.9,95,Running,Obese,1465
61,Female,145,91.9,Running,Obese,1504
56,Male,179.8,68,Gym,Normal,2130
32,Female,149.5,98.5,Walking,Obese,1454
28,Male,181.2,92.3,Cycling,Overweight,1947
32,Female,184.7,58.3,Running,Underweight,2590
53,Male,164.7,71.6,Yoga,Overweight,1604
41,Male,156.5,80.5,Gym,Obese,1416
65,Male,164.7,59.8,HIIT,Normal,2393
69,Male,159.5,52.2,Yoga,Normal,2144
47,Female,153.8,83.6,Yoga,Obese,1553
61,Female,170.9,74.2,Running,Overweight,1817
54,Female,147.5,89,Cycling,Obese,1602
33,Male,183,69.8,Yoga,Normal,2020
43,Male,149.2,58.7,Running,Overweight,1991
32,Female,168.3,77.5,Walking,Overweight,1989
54,Female,154,54.7,Walking,Normal,2246
34,Male,170.5,61.1,Cycling,Normal,2384
28,Male,178.3,71.5,Cycling,Normal,2292
50,Female,174.8,47.1,Gym,Underweight,2788
54,Female,154.8,99.1,Cycling,Obese,1680
70,Male,161.8,60.6,Walking,Normal,2136
51,Female,167,84.9,HIIT,Obese,1438
20,Male,169.3,99.9,Yoga,Obese,1370
23,Female,168.1,64.3,Gym,Normal,2159
44,Male,157.9,58.9,Yoga,Normal,2394
28,Female,155.1,66.5,Walking,Overweight,1887
28,Male,169.7,57.5,Gym,Normal,2136
48,Female,177,59.8,Walking,Normal,2269
21,Female,168.9,69.8,Running,Normal,2011
46,Female,161.8,46.3,Running,Underweight,2624
36,Male,175,81.6,HIIT,Overweight,1645
21,Female,145,93.1,Running,Obese,1449
62,Female,167.3,60.7,Walking,Normal,2373
60,Male,161.5,53.1,HIIT,Normal,2026
24,Male,147,92.1,HIIT,Obese,1670
33,Female,156.9,63.6,Cycling,Overweight,1881
68,Female,151.3,88.4,HIIT,Obese,1656
36,Female,163.3,93.4,Gym,Obese,1516
45,Male,153.2,91.6,HIIT,Obese,1585
24,Male,152.2,99.6,HIIT,Obese,1457
32,Male,150.1,98.2,HIIT,Obese,1301
38,Female,154.2,66.7,Walking,Overweight,1809
63,Female,162.7,93.5,Yoga,Obese,1528
25,Male,166.8,78.5,Gym,Overweight,1703
35,Male,146.5,93.8,Walking,Obese,1429
39,Female,165.5,93.7,Gym,Obese,1394
68,Female,181.9,46.7,Walking,Underweight,2490
24,Male,146.5,85.4,Gym,Obese,1531
32,Female,168.8,65.7,Running,Normal,2148
58,Male,160.2,61.8,HIIT,Normal,2359
56,Female,168.5,71.7,Walking,Overweight,1851
32,Male,147,90.5,Gym,Obese,1681
66,Female,146.2,91.5,Yoga,Obese,1411
23,Female,164.6,97.8,Cycling,Obese,1608
37,Female,184.4,52.8,Running,Underweight,2712
67,Male,149.5,94,Running,Obese,1609
49,Male,151,48.5,Gym,Normal,2173
45,Male,149.5,97.3,Running,Obese,1672
36,Male,180.9,84.4,Gym,Overweight,1749
38,Female,170.2,50.4,Walking,Underweight,2473
50,Female,152.8,94.1,Running,Obese,1613
55,Female,181.8,49.9,Gym,Underweight,2670
21,Male,159.1,81,HIIT,Obese,1477
29,Male,172.1,88.5,Yoga,Overweight,1998
47,Female,152.1,74.5,Walking,Obese,1589
48,Female,182.4,60.5,Yoga,Underweight,2752
62,Female,151.4,96.3,Gym,Obese,1363
42,Male,152.8,91.3,Walking,Obese,1557
69,Female,152.5,74.6,Walking,Obese,1512
31,Female,149.9,66.2,Gym,Overweight,1650
24,Female,165.2,77.8,HIIT,Overweight,1876
46,Male,152.8,76.9,Gym,Obese,1443
64,Female,155.2,47.9,Cycling,Normal,2298
45,Male,178,50.1,Yoga,Underweight,2679
69,Female,156.6,58.7,Running,Normal,2017
47,Male,147.2,92.3,Walking,Obese,1418
24,Male,160.9,77.4,Yoga,Overweight,1653
22,Male,154.6,48.9,Walking,Normal,2200
30,Male,178.1,76.8,Walking,Normal,2386
22,Male,161.1,54,Yoga,Normal,2291
46,Female,174.9,86.8,Gym,Overweight,1668
48,Male,178.1,94.1,HIIT,Overweight,1949
62,Female,153.4,64.4,Yoga,Overweight,1618
49,Male,176.8,61.5,Running,Normal,2227
19,Female,151.4,76.3,Gym,Obese,1559
19,Female,150.9,74.8,Running,Obese,1387
45,Female,165.8,45.2,Yoga,Underweight,2617
37,Male,179.2,65.2,HIIT,Normal,2290
18,Female,179,58.5,HIIT,Underweight,2484
18,Female,161.2,48.3,Gym,Normal,2325
32,Female,174.6,69.4,Cycling,Normal,2382
38,Female,182.8,67,Running,Normal,2092
37,Female,174.9,95.9,HIIT,Obese,1507
54,Female,151.7,71.4,Running,Obese,1350
69,Female,159.2,45.8,Yoga,Underweight,2639
70,Male,173.5,89.2,Yoga,Overweight,1670
64,Male,152.7,79,Gym,Obese,1666
40,Male,166.2,91.9,HIIT,Obese,1307
66,Male,147.5,45.7,HIIT,Normal,2274
67,Female,183.6,86.2,Yoga,Overweight,1921
53,Female,176,99.2,Yoga,Obese,1665
28,Female,181.7,56.5,Gym,Underweight,2535
61,Female,162.1,79.2,Running,Obese,1636
18,Female,174.9,59.6,Cycling,Normal,2279
58,Male,151.8,50.1,Gym,Normal,2248
62,Male,153.5,87.4,Running,Obese,1679
64,Female,166.1,80.3,Cycling,Overweight,1773
69,Female,150.6,49.4,HIIT,Normal,2227
69,Female,156.1,61.8,Yoga,Overweight,1733
67,Female,183,55.5,Cycling,Underweight,2409
63,Female,178.5,78.4,Cycling,Normal,2046
29,Female,153.8,60.8,Cycling,Overweight,1817
55,Female,151.4,85.3,Gym,Obese,1456
37,Female,172.2,58.4,Walking,Normal,2324
63,Male,156.6,86.2,HIIT,Obese,1646
65,Female,145.5,81.4,Running,Obese,1455
67,Female,150.8,55.7,Walking,Normal,2245
30,Male,176.2,52.4,Running,Underweight,2407
57,Female,161.7,75,Running,Overweight,1964
56,Male,154.1,58.3,Walking,Normal,2266
60,Female,168.7,84.1,Cycling,Overweight,1641
43,Male,174.7,75,Cycling,Normal,2232
43,Male,152.5,94,Walking,Obese,1419
42,Female,161.3,72.1,Running,Overweight,1958
47,Female,179.2,62.7,Walking,Normal,2084
51,Female,145.5,89.4,Yoga,Obese,1557
49,Female,145.2,62.6,Gym,Overweight,1726
63,Female,162.8,58.2,Gym,Normal,2368
25,Female,164.2,90.4,Running,Obese,1611
19,Female,159.3,69,Running,Overweight,1788
34,Male,182,62.5,Walking,Normal,2148
60,Female,152.6,75.4,Gym,Obese,1339
32,Female,167.8,60.9,Walking,Normal,2167
24,Male,148.2,76.4,HIIT,Obese,1442
33,Female,167.6,98.7,HIIT,Obese,1481
70,Male,148.2,50,Cycling,Normal,2067
41,Male,184.8,52.3,HIIT,Underweight,2642
42,Male,170.1,67.6,HIIT,Normal,2201
31,Female,170,70.1,Yoga,Normal,2112
62,Male,181.8,74.5,Yoga,Normal,2000
58,Male,145.2,76.7,Running,Obese,1339
54,Male,152.6,70.2,HIIT,Obese,1491
48,Female,156.7,49.5,Running,Normal,2187
68,Female,146.7,72.3,Cycling,Obese,1532
70,Female,178.7,92.1,Yoga,Overweight,1977
65,Female,154.1,66.1,HIIT,Overweight,1841
61,Female,178.9,89.2,Cycling,Overweight,1979
26,Male,170.4,53,Running,Underweight,2433
66,Male,153.4,94.7,Cycling,Obese,1677
56,Female,177.9,89.4,Gym,Overweight,1890
60,Female,182.8,74,Cycling,Normal,2303
47,Male,156.3,45.8,Gym,Normal,2145
37,Male,156.4,57.9,Cycling,Normal,2121
51,Female,164.8,95.4,Running,Obese,1442
31,Female,145.6,80.7,Running,Obese,1534
30,Female,182,90,Yoga,Overweight,1877
41,Male,151.7,56.5,Cycling,Normal,2323
62,Female,147.7,45.6,Running,Normal,2377
59,Male,156.4,62,HIIT,Overweight,1772
56,Female,177.1,90.2,HIIT,Overweight,1834
21,Female,183.4,57.6,HIIT,Underweight,2644
18,Male,160.7,52.1,Walking,Normal,2118
50,Female,170.7,67,Running,Normal,2118
40,Male,158.4,99.5,Walking,Obese,1510
49,Female,155.1,61.5,Yoga,Overweight,1955
52,Female,162.1,83.1,Gym,Obese,1385
53,Male,178.8,69.6,Cycling,Normal,2100
32,Female,182.3,88.6,Yoga,Overweight,1684
48,Female,167.2,92.5,HIIT,Obese,1355
41,Female,160.7,91.5,Yoga,Obese,1572
23,Male,169.9,94.9,Yoga,Obese,1354
20,Male,167.4,47,Yoga,Underweight,2689
61,Female,150.9,70.9,Cycling,Obese,1580
26,Male,164.5,86.7,Cycling,Obese,1362
34,Female,165.1,74.1,Cycling,Overweight,1844
68,Female,159.8,53.8,Gym,Normal,2288
62,Male,168.3,70.1,HIIT,Normal,2257
54,Female,171.5,82.3,Gym,Overweight,1844
27,Female,182.3,61.5,Walking,Normal,2181
18,Male,178.3,76,Gym,Normal,2022
29,Female,160,55.7,Yoga,Normal,2185
53,Female,145,76,Running,Obese,1491
47,Female,177.7,92.9,Gym,Overweight,1633
20,Female,165.4,51.1,Running,Normal,2166
70,Male,158.3,98.7,Gym,Obese,1442
31,Male,173.9,76.2,Cycling,Overweight,1623
44,Male,164.7,77.1,Cycling,Overweight,1946
45,Male,154.4,83,Gym,Obese,1590
42,Female,178.3,62.9,Walking,Normal,2309
20,Male,175,75.8,Running,Normal,2367
64,Male,180.2,94.6,Cycling,Overweight,1689
63,Female,148.3,73.4,Yoga,Obese,1351
54,Male,176.3,77.5,Running,Normal,2085
54,Male,169.2,60,Running,Normal,2314
65,Female,147.6,86.8,Walking,Obese,1418
21,Male,184.2,89.9,Gym,Overweight,1731
31,Female,157.5,63.5,Yoga,Overweight,1852
63,Female,174,65.4,Walking,Normal,2318
59,Female,148.9,67.3,Running,Obese,1533
69,Male,162.1,86,Walking,Obese,1443
64,Male,166.3,60.5,Walking,Normal,2193
27,Female,164,77.5,HIIT,Overweight,1855
28,Female,172.1,66.3,Yoga,Normal,2144
70,Female,177.8,59.7,Running,Normal,2192
35,Female,183.8,67.9,Walking,Normal,2261
31,Female,154.7,81,Walking,Obese,1604
33,Female,158.5,93.9,Cycling,Obese,1423
21,Male,174.3,52.9,Running,Underweight,2564
50,Male,181.4,48.6,Walking,Underweight,2572
21,Male,179,49.7,Running,Underweight,2684
26,Female,153.7,72.9,Running,Obese,1350
63,Male,152.9,55,Cycling,Normal,2069
29,Female,178.3,98.1,Cycling,Obese,1345
42,Male,178.9,85.7,Cycling,Overweight,1606
51,Female,169.3,90.4,Gym,Obese,1565
46,Male,157.2,50.7,Running,Normal,2291
26,Female,154.8,55.5,Yoga,Normal,2103
44,Female,155.7,91.8,Walking,Obese,1531
31,Male,157.1,62.6,Running,Overweight,1948
34,Male,167.1,55.4,Cycling,Normal,2225
61,Male,167.7,84.1,HIIT,Overweight,1703
26,Male,145.7,98.2,Cycling,Obese,1652
43,Female,176,59,Running,Normal,2268
21,Female,147.3,73.1,Yoga,Obese,1632
57,Male,145.7,98.1,Walking,Obese,1393
30,Male,145.4,75.8,Running,Obese,1547
52,Male,145.1,70.7,HIIT,Obese,1432
53,Female,173.9,54.4,Yoga,Underweight,2700
51,Male,177.1,70.1,Cycling,Normal,2249
49,Female,164.6,53.3,Running,Normal,2342
36,Female,150.7,68.2,Walking,Obese,1490
53,Female,180.4,47.5,HIIT,Underweight,2639
58,Male,166.5,86.9,Walking,Obese,1593
58,Female,172.3,79.6,Cycling,Overweight,1831
24,Female,180,54,Yoga,Underweight,2582
57,Male,169.9,89.2,Walking,Obese,1309
59,Female,153,87.1,HIIT,Obese,1666
37,Male,168.3,83,HIIT,Overweight,1984
49,Male,166.1,79.8,HIIT,Overweight,1846
50,Male,182.7,51,HIIT,Underweight,2620
41,Male,173.9,58.7,Yoga,Normal,2274
51,Male,150.5,71.4,Cycling,Obese,1387
46,Male,183.4,73.3,Running,Normal,2071
58,Male,183.6,47.1,HIIT,Underweight,2639
42,Male,157.5,86,Yoga,Obese,1501
19,Male,167.4,58.3,Running,Normal,2377
50,Female,167.2,50.4,Gym,Underweight,2548
34,Male,182.7,68.7,Gym,Normal,2202
22,Female,165.1,51.8,Gym,Normal,2272
41,Male,160.5,68.2,Gym,Overweight,1665
19,Male,145.7,89.2,Yoga,Obese,1598
39,Female,145.4,91.4,Yoga,Obese,1346
69,Male,168.2,68.3,Gym,Normal,2287
54,Female,146.5,57,Cycling,Overweight,1998
19,Male,146.8,73.5,Running,Obese,1506
18,Female,180.5,53.4,Yoga,Underweight,2635
52,Male,158.4,74.3,Gym,Overweight,1894
35,Male,178.4,79.5,Running,Normal,2154
28,Male,165.9,74.2,Running,Overweight,1979
69,Female,155.2,98.3,Running,Obese,1581
49,Female,159.7,64,Gym,Overweight,1613
41,Female,147.2,72.1,Yoga,Obese,1563
28,Female,145.3,67.7,Yoga,Obese,1609
25,Male,149.2,58.7,Walking,Overweight,1935
54,Male,157.7,64.6,HIIT,Overweight,1870
30,Female,167.5,51.8,Walking,Underweight,2426
39,Female,153.2,87.5,HIIT,Obese,1359
65,Female,174.9,58.6,Gym,Normal,2237
55,Male,178.3,57.9,HIIT,Underweight,2693
20,Male,182.9,98.4,Yoga,Overweight,1966
63,Male,156.4,69.8,Yoga,Overweight,1786
43,Male,163.7,93,Cycling,Obese,1600
57,Female,178.9,79.5,Yoga,Normal,2001
48,Male,167.1,92.8,Yoga,Obese,1552
32,Male,152,49.9,Running,Normal,2175
63,Female,152.7,84,Walking,Obese,1307
55,Male,146.9,59.4,Walking,Overweight,1670
18,Female,150.4,93.4,Walking,Obese,1688
61,Male,179.9,52.3,Walking,Underweight,2517
29,Male,151,90.9,Yoga,Obese,1678
68,Male,176.1,62.3,Walking,Normal,2378
18,Male,160.5,55.2,Gym,Normal,2364
59,Male,146.3,71.8,Yoga,Obese,1375
33,Female,181.7,58.9,Running,Underweight,2711
49,Female,176,76.9,HIIT,Normal,2325
66,Female,159,64.7,Yoga,Overweight,1704
61,Male,164,99,Running,Obese,1561
37,Male,169.1,56.1,Walking,Normal,2001
22,Female,165.7,85.3,HIIT,Obese,1577
65,Male,160.6,63.3,Cycling,Normal,2184
58,Female,174.7,83.9,Walking,Overweight,1755
70,Female,167.2,75.2,Yoga,Overweight,1608
56,Male,178.7,70.8,HIIT,Normal,2384
23,Male,155.5,65.4,Cycling,Overweight,1953
19,Male,149.3,96.3,Walking,Obese,1458
35,Female,173.8,66.6,Running,Normal,2295
30,Female,166.4,60.6,Running,Normal,2194
57,Male,145.7,67,Running,Obese,1643
32,Male,147.7,54.9,Yoga,Overweight,1800
56,Male,159,57.2,Walking,Normal,2218
18,Male,176.5,62.8,Gym,Normal,2044
35,Female,170.7,53.2,HIIT,Underweight,2410
46,Male,153.8,78.6,Walking,Obese,1603
64,Female,158.3,62.7,Walking,Overweight,1638
63,Female,159.9,94.7,Yoga,Obese,1615
51,Male,165.1,61.3,Running,Normal,2052
65,Male,172.8,74.7,Cycling,Normal,2384
47,Female,159.4,61.8,Walking,Normal,2309
52,Male,158,47.4,Running,Normal,2034
54,Male,172.1,86.5,Gym,Overweight,1640
57,Male,165.7,89.7,Walking,Obese,1628
